40, 5226.438321149539
98, 1799.0697259555309
98, 1799.0697259555309
40, 5226.438321149539
46, 3607.4232792918533
79, 2044.1237629958177
85, 1974.7509315080601
44, 3749.4638715261053
66, 2486.730363696977
62, 2546.5226521086324
53, 2945.9458237568133
42, 4333.410410489193
41, 4780.484546872127
41, 4780.484546872127
73, 2200.680337917828
51, 3065.7162936243167
70, 2288.402656811473
68, 2343.827124130811
56, 2848.8247661700857
49, 3148.660248012921
94, 1822.3079568969877
93, 1901.6529667805705
43, 4009.406089497725
42, 4333.410410489193
89, 1911.6629724804122
60, 2674.409283476619
48, 3317.264270442948
43, 4009.406089497725
57, 2748.38511798223
87, 1929.5014084621744
48, 3317.264270442948
59, 2721.9863454047995
