Dataset,MOEA/D Mean,MOEA/D Std,MOEA/D Best,MOEA/D Worst,NSGA-II Mean,NSGA-II Std,NSGA-II Best,NSGA-II Worst,NSPSO Mean,NSPSO Std,NSPSO Best,NSPSO Worst
100,0.06858786081471639,0.01715960443736879,0.036867096089855785,0.11591243812417229,0.044439134644807296,0.014156815866042038,0.01069515865646678,0.0847396318469758,0.14744035918592846,0.024847028671106205,0.08826548149156298,0.20166076319834617
150,0.0719846795013587,0.015208494270861147,0.04044524241735838,0.11142941394617228,0.049025842190828006,0.014167012055247159,0.024438560513598013,0.08642940319516405,0.21804462900635146,0.022776753233963127,0.1775144049973843,0.2862579527119839
200,0.07513374378348348,0.014780965187837482,0.04200209872875732,0.12911293441817384,0.0550958412664062,0.014799664640756376,0.024983433970539086,0.1001777114306704,0.24290414203110092,0.02540736102906914,0.19486807373190435,0.3080307306830201
250,0.08462709194352122,0.01705610010178851,0.04904982071546422,0.12209592254837748,0.06165707217778569,0.017861957704933925,0.028991593584490227,0.11955242676690976,0.29286285581211824,0.028053142497758334,0.24108388944771678,0.3528136361765397
300,0.08603582396063947,0.01665514182758626,0.0532870335387649,0.1469719938095874,0.06524419154148457,0.016348293111050877,0.029112035930848337,0.11901284281665285,0.2997526260927541,0.03232247865007988,0.23312216624220042,0.3799085765588228
