78, 3389.4620584864815
77, 3393.6046991611825
65, 4573.583215046198
105, 2690.9534217658997
72, 3763.703081943616
87, 2861.9647734655296
59, 5469.704903586785
70, 4297.59351012147
52, 6048.685300743569
75, 3709.7553345634947
76, 3655.244382155956
62, 4855.040321072439
81, 3234.7595365108377
80, 3381.8866643125702
85, 3100.212515666695
68, 4338.376120224086
97, 2822.1799401415233
64, 4775.7731377107775
82, 3100.502225831078
93, 2853.365092455127
99, 2741.397949394999
71, 3989.6367145564823
106, 2649.6105861315573
111, 2641.5907205678905
67, 4446.206770084987
54, 9906.597598294222
114, 2694.726974786437
55, 7089.607340356104
60, 5519.114159957498
77, 4861.242780120165
90, 3257.955783729462
108, 2883.7149683816833
